"hotel_name";"food_type";"location";"rating";"delivery_time";"offer_percentage";"offer_upto"
"Sunik Foodland";"Desserts, Sweets, Snacks, Pizzas";"Kandivali, Malad East";"Not Available";"42";"0";"Not Available"
"Biryani Flavours";"Biryani, Snacks, Kebabs, Sweets";"Malad Kan East";"3.7 ";"46";"0";"Not Available"
"Vadapav And More";"Indian, Snacks, Chaat, Juices, Desserts";"Malad West";"2.2 ";"55";"Not Available";"300"
"Exotic Baristo";"Beverages, Pizzas, Fast Food, Snacks";"Dahisar";"Not Available";"47";"0";"Not Available"
"Goregaon Kitchen";"Chinese, Snacks, Arabian, Combo";"Malad Kan East";"2.9 ";"43";"30";"150"
"Ashley Kitchen";"Indian, Chinese, Biryani";"Malad Kan West";"4.3 ";"47";"Not Available";"599"
"Maa Ashapura Food & Snacks";"Indian, Snacks";"Malad Kan West";"3.2 ";"52";"0";"Not Available"
"Aum Fine Dine";"Indian";"Kandivali West";"3.6 ";"48";"0";"Not Available"
"Flavour Junction";"Chinese, North Indian, Snacks";"Dahisar";"3.8 ";"44";"0";"Not Available"
"Swadisht Desi Food";"Burgers, Chinese";"Borivali";"Not Available";"46";"0";"Not Available"
"BONG MOYRA";"Sweets, Bengali";"Borivali";"3.3 ";"43";"0";"Not Available"
"Spice Hut Veg And Non Veg";"Chinese, North Indian, Biryani";"Dahisar";"2.4 ";"41";"0";"Not Available"
"Divine Chinese";"Chinese";"Malad West";"4.3 ";"48";"0";"Not Available"
"Asian Express";"Chinese, Biryani";"Jog Gor East";"4 ";"53";"Not Available";"999"
"Cheesy Kulhad";"Pizzas, Fast Food";"Malad Kan West";"Not Available";"52";"0";"Not Available"
"DSF Fast Food";"Pizzas, Pastas, Burgers, Fast Food, Snacks, Italian, American";"Kandivali West";"4.9 ";"45";"0";"Not Available"
"Jai Shree Radhe Krishna Soda Pub";"Beverages";"Kandivali West";"3.8 ";"42";"0";"Not Available"
"Tea Pea Cafe";"Beverages, Italian-American, Fast Food, Snacks, Waffle";"Malad Kan East";"Not Available";"45";"0";"Not Available"
"Uncle Chinese Corner";"Indian, Fast Food";"Malad Kan West";"Not Available";"44";"0";"Not Available"
"Flavorish The Gourmet Cake Shop";"Bakery";"Goregaon East";"Not Available";"48";"50";"250"
"Peek and boo";"Snacks, Fast Food";"Malad Kan West";"Not Available";"52";"0";"Not Available"
"Delecious The Family Restaurant";"Indian, Chinese";" Malad West";"Not Available";"41";"0";"Not Available"
"Jaianti Biryani";"Biryani, North Indian, Salads, Hyderabadi";"Borivali";"3.7 ";"57";"30";"150"
"Hunger bell";"Snacks, Chinese, Tandoor, North Indian";"Malad Kan West";"Not Available";"52";"0";"Not Available"
"Damdaar Swaad";"Italian-American, Fast Food, Snacks, Indian";"Jog Gor West";"4.3 ";"49";"0";"Not Available"
"Secret Sauce Sandwiches";"Pizzas, Snacks, Italian, Mexican";"Borivali West";"3.3 ";"42";"0";"Not Available"
"Chef Chini";"Chinese, Fast Food, Desserts, Beverages";"Malad Kan West";"Not Available";"52";"0";"Not Available"
"All About Cheese";"Fast Food, Snacks, Pizzas";"Malad Kan West";"5 ";"50";"10";"100"
"Size Zero";"Chinese, Burgers, Pizzas, Pastas, Fast Food";"kandivali";"Not Available";"40";"30";"150"
"Adarsh Refreshment";"Beverages";"Malad";"Not Available";"43";"0";"Not Available"
"Asian Tadka";"Indian, Tandoor, Thai, Chinese";"Goregaon";"3.4 ";"55";"0";"Not Available"
"JUICE BUDDY";"Beverages";"Borivali";"Not Available";"40";"0";"Not Available"
"Oh! Pizzaz";"Beverages, Snacks";"Malad Kan West";"Not Available";"42";"0";"Not Available"
"Dairy Naturals";"Ice Cream, Desserts";"Malad Kan West";"Not Available";"53";"0";"Not Available"
"High On Waffle";"North Indian, Bakery";"Malad Kan West";"Not Available";"49";"0";"Not Available"
"Faloodah By Purple Foods";"Beverages, Desserts";"Malad";"2.5 ";"46";"0";"Not Available"
"The Noisy Cake";"Bakery";"Jog Gor East";"4.4 ";"64";"0";"Not Available"
"Bombay Shakers";"Beverages";"Malad Kan West";"Not Available";"50";"0";"Not Available"
"Sliders Bell";"Snacks, Beverages";"Borivali West";"4.4 ";"42";"0";"Not Available"
"Matoshree Chinese & Fast Food";"Chinese";"Malad Kan West";"4 ";"61";"0";"Not Available"
"Navaratna Kitchen & Bar";"North Indian, Chinese, South Indian, Tandoor, Seafood";"Borivali";"Not Available";"46";"20";"700"
"Upperdeck Bistro";"Beverages, Burgers, Pastas, Snacks";"Malad Kan West";"4.2 ";"45";"10";"100"
"Sweet Cakes & More";"Bakery, Desserts";"Malad West";"3 ";"58";"Not Available";"999"
"Meenakshi Bar And Restaurant";"Chinese, North Indian, Indian, Snacks";"Jog Gor East";"Not Available";"43";"0";"Not Available"
"Bombar";"Italian, Chinese, Tandoor";"Jog Gor West";"4.8 ";"56";"0";"Not Available"
"Malvani Masala";"Indian, North Indian";"Borivali";"2.8 ";"62";"20";"700"
"Ruchira's Food Hub";"Chinese, American";"Borivali";"Not Available";"41";"0";"Not Available"
"Neelam Garden";"North Indian, Chinese, Biryani";"Borivali";"Not Available";"41";"0";"Not Available"
"Angel Cake Shop";"Bakery";"Malad Kan East";"Not Available";"46";"0";"Not Available"
"Mogazm";"Snacks, Fast Food, Beverages";"Malad Kan West";"5 ";"50";"50";"250"
"Marvish Home Kitchen";"Indian, North Indian";"Jog Gor West";"Not Available";"48";"0";"Not Available"
"Munira's";"Desserts";"Dahisar West";"Not Available";"44";"0";"Not Available"
"Shivani Chinese And Pizza Corner";"Pizzas, Chinese, Fast Food";"Malad Kan West";"3.4 ";"54";"0";"Not Available"
"Raju Snacks";"Beverages, Burgers, Ice Cream";"Borivali";"4.3 ";"41";"0";"Not Available"
"Balaji Express";"South Indian, Beverages, Fast Food, Juices, Chaat";"Jog Gor East";"Not Available";"49";"0";"Not Available"
"Conch Restaurants";"Asian, Continental, Chinese";"Malad West";"Not Available";"57";"0";"Not Available"
"Vishal's fast food hub";"Chinese";"Jog Gor East";"Not Available";"48";"0";"Not Available"
"Shree's Frankie Rolls and More";"Snacks, Pizzas";"Borivali";"Not Available";"46";"0";"Not Available"
"BEING BAKERS SHOP";"Bakery";"Mira Road";"Not Available";"48";"0";"Not Available"
"Zero Gravity";"Chinese, Continental, Fast Food, Italian";"Gandhi Nagar";"4.1 ";"49";"0";"Not Available"
"Naashta sweets and more";"Indian";"Jog Gor East";"3.2 ";"49";"10";"600"
"Kandivali 67 Chinese Corner";"Chinese, Biryani";"Borivali";"1.5 ";"40";"0";"Not Available"
"3 Barmen";"Chinese, North Indian";"Malad West";"5 ";"61";"0";"Not Available"
"Avarya";"Snacks, Desserts, Beverages";"Mahim Dadar";"Not Available";"45";"0";"Not Available"
"Gharchi Athwan";"Maharashtrian, Snacks, Sweets";"Borivali";"Not Available";"42";"0";"Not Available"
"BELLA FOOD CORNER";"North Indian, Chinese, Tandoor, Biryani, Snacks";"Dahisar (E) Mumbai";"3.8 ";"41";"0";"Not Available"
"The Malai Paneer Company";"North Indian";"Malad Kan West";"4.8 ";"54";"0";"Not Available"
"Phelia Lounge";"Chinese, Tandoor, Continental, Indian, Italian, Pizzas";"Goregaon West";"3.8 ";"57";"0";"Not Available"
"Shreeji Aamras";"Beverages";"Dahisar";"5 ";"41";"Not Available";"749"
"Hungry Paji";"Chinese, Indian, Tandoor";"Goregaon";"Not Available";"49";"10";"100"
"The Bagve's cafe";"Waffle";"Jog Gor West";"Not Available";"52";"0";"Not Available"
"Beyond - Wine & Dine";"Continental, Mexican, Salads, Chinese, North Indian";"Malad West";"4 ";"56";"0";"Not Available"
"THE MINISTRY OF CHEFS";"North Indian, Chinese, Snacks, Fast Food, Desserts, Beverages, Biryani, Seafood, Indian, Tandoor";"Malad Kan West";"Not Available";"52";"0";"Not Available"
"Namaste Mumbai";"Chinese, Fast Food, Indian, Beverages";"Malad Kan West";"Not Available";"46";"0";"Not Available"
"Party Time Pizzas";"Pizzas, Fast Food, Bakery, Desserts";"Raheja Township";"3.5 ";"43";"0";"Not Available"
"Crispy Slice Pizza";"Pizzas";"Goregaon";"4.1 ";"53";"0";"Not Available"
"DBW De Burger World";"Burgers, Pizzas, Fast Food, Snacks, Beverages";"Mira Road";"Not Available";"50";"0";"Not Available"
"Swadam Bhog";"Indian, North Indian, Chinese, Punjabi, Snacks, Biryani";"Borivali West";"4.6 ";"48";"0";"Not Available"
"Swadisht Desi";"Burgers, Pizzas, Chinese, Beverages";"Malad Kan West";"4.6 ";"52";"Not Available";"999"
"Latte on the rocks";"Beverages, Snacks, Fast Food";"Malad West";"Not Available";"52";"0";"Not Available"
"Mondo Fine Dine";"Italian, Indian";"Dahisar West";"4.2 ";"64";"0";"Not Available"
"Lobo Tiffin Service";"Indian";"Malad Kan East";"Not Available";"47";"0";"Not Available"
"Red Chilly Chinese Cuisine";"Indian";"Malad Kan West";"Not Available";"52";"30";"150"
"Tina's Fried Chicken";"Indian, Chinese";"Borivali";"Not Available";"40";"0";"Not Available"
"Om Namo Fast Food";"Fast Food, Chaat";"Borivali";"5 ";"42";"0";"Not Available"
"Y.T kitchen";"Italian, Snacks, Mexican";"Malad Kan East";"Not Available";"41";"0";"Not Available"
"Potoba Chinese Corner";"Chinese, Beverages";"Dahisar";"3.7 ";"41";"0";"Not Available"
"Jordan";"Chinese";"Malad West";"4.7 ";"41";"0";"Not Available"
"Kinara Tadka";"Chinese, North Indian, Beverages";"Borivali";"Not Available";"44";"0";"Not Available"
"Sarthak Restaurant";"Indian, Chinese, Thalis, Biryani";"Jog Gor East";"Not Available";"52";"0";"Not Available"
"Avva'S Food";"Chinese";"Dahisar";"Not Available";"44";"0";"Not Available"
"FC Cafe";"Italian, Fast Food, Beverages, Desserts";"Malad Kan West";"Not Available";"42";"0";"Not Available"
"The Bombay House";"North Indian, Snacks, Pizzas, Chinese";"Dahisar";"3.7 ";"48";"Not Available";"599"
"Gopi'S Momos Centre";"Chinese, Sweets, Beverages";"Borivali";"Not Available";"45";"20";"700"
"The Fellas";"Fast Food, Snacks, Beverages";"Malad Kan West";"5 ";"51";"15";"1000"
"Aniruddha ice cream parlour";"Beverages";"Kandivali East";"Not Available";"43";"0";"Not Available"
"Zaika homemade food";"Biryani, Indian, Sweets";"Malad Kan East";"Not Available";"45";"0";"Not Available"
"Pett Pooja Frankie";"Fast Food, Chinese, South Indian";"Borivali";"Not Available";"49";"0";"Not Available"
"9 Star Kitchen";"Indian, Seafood, Beverages";"Borivali";"4.3 ";"44";"20";"120"
"The Thickshake Project";"Ice Cream, Beverages, Juices, Desserts";"Malad West";"3.7 ";"54";"0";"Not Available"
"Mumbai's food spot";"South Indian, Fast Food, Street Food";"Malad Kan West";"Not Available";"48";"0";"Not Available"
"Daddu's Biryani";"Biryani, Kebabs";"Dindoshi";"5 ";"48";"0";"Not Available"
"Blas Diaga";"Bakery";"Opp. Chincholi Bunder Road";"Not Available";"55";"0";"Not Available"
"Arabian Bistro";"Arabian, Snacks, Beverages";"Borivali";"4.1 ";"45";"0";"Not Available"
"The Dessert Clubb";"Desserts, Snacks";"Kandivali West";"3.7 ";"42";"0";"Not Available"
"Cakes Fiesta";"Bakery, Desserts, Beverages, Ice Cream";"Goregaon";"3.4 ";"49";"0";"Not Available"
"V For Vegan";"Salads";"Malad West";"3 ";"47";"0";"Not Available"
"Healthy Trays";"Salads, Fast Food, Indian, Chaat, North Indian";"Malad Kan East";"Not Available";"44";"0";"Not Available"
"Bhola Bhelpuri";"Chaat, Snacks, Beverages";"Jog Gor West";"4.4 ";"57";"0";"Not Available"
"Jain cafe";"Pizzas";"Malad Kan East";"3.6 ";"44";"0";"Not Available"
"The Desert Lounge";"North Indian, Italian, Chinese";"Malad Kan West";"Not Available";"46";"0";"Not Available"
"Disha Kitchen";"North Indian, Chinese";"Dahisar";"1.5 ";"62";"Not Available";"249"
"Homely Palate";"Chinese";"Dahisar";"Not Available";"52";"Not Available";"599"
"Fresh Meals";"Indian, Snacks, Seafood";"Borivali";"Not Available";"44";"0";"Not Available"
"Samrat Family Restaurant";"Indian, Chinese, North Indian, Tandoor, Snacks, Beverages";"Borivali West";"4.4 ";"45";"0";"Not Available"
"Mozzarella Burst Pizza's";"Pizzas";"Malad Kan East";"4.1 ";"48";"0";"Not Available"
"Fish Koliwada Corner";"North Indian, Biryani";"Malad Kan East";"Not Available";"53";"0";"Not Available"
"Just Frys";"Indian";"Estate Link Raod";"5 ";"50";"0";"Not Available"
"Desi Shawarma";"Mughlai";"Estate Link Raod";"Not Available";"50";"0";"Not Available"
"Pahunchar";"Sweets, Indian";"Borivali";"Not Available";"45";"0";"Not Available"
"Chaarvi Chinese Wok Cafe";"Snacks, Burgers";"Malad Kan West";"Not Available";"50";"0";"Not Available"
"Pratham Fast Food";"Chinese";"Jog Gor East";"Not Available";"49";"0";"Not Available"
"Punjabi Meal Box";"Indian";"Estate Link Raod";"1.6 ";"50";"0";"Not Available"
"Doston";"North Indian, Biryani, Kebabs, Tandoor, Beverages";"Malad Kan West";"4 ";"52";"20";"800"
"ROYAL DAIRY";"Beverages";"Jog Gor East";"Not Available";"48";"0";"Not Available"
"Rapid Bites";"Snacks";"Malad Kan East";"Not Available";"43";"0";"Not Available"
"China Chopstick";"Chinese, Indian";"Dahisar";"3.7 ";"54";"0";"Not Available"
"Creamy Cool";"Beverages";"Borivali";"Not Available";"46";"0";"Not Available"
"Parsley- The Lounge";"Beverages, Chinese, Pastas";"Malad Kan West";"Not Available";"45";"20";"700"
"Mamta's Kitchen";"North Indian";"Malad Kan West";"Not Available";"47";"0";"Not Available"
"Xotik Cafe";"Beverages, Fast Food";"Malad East";"4.3 ";"44";"0";"Not Available"
"Momo Marvels";"Tibetan, Pan-Asian";"Aarey Road";"4.4 ";"50";"0";"Not Available"
"The Chinese Cook House";"Chinese, Thai, Fast Food";"Malad Kan West";"2.9 ";"49";"0";"Not Available"
"YADAV SWEET MART";"Sweets, Snacks";"Malad East";"Not Available";"46";"0";"Not Available"
"Cafekino";"Snacks, Salads";"Malad West";"3.3 ";"56";"0";"Not Available"
"Borivali Falooda Centre & Veg-Non Veg Centre";"Indian";"Dahisar East";"2.5 ";"43";"0";"Not Available"
"Bhakti's Cake Dreams";"Bakery, Desserts";"Dahisar";"Not Available";"42";"0";"Not Available"
"The Juice Tree";"Juices, Beverages";"Malad Kan East";"Not Available";"40";"0";"Not Available"
"Level Up Pizzeria";"Pizzas";"Malad Kan West";"Not Available";"49";"0";"Not Available"
"Benglore Iyyengers Bakery";"Bakery, Desserts";"Malad Kan West";"Not Available";"41";"0";"Not Available"
"Cake O' City - The Ultimate Cake Stop";"Desserts, Beverages";"Malad West";"2.8 ";"45";"Not Available";"999"
"Bombay 62";"Beverages, Snacks";"Borivali";"Not Available";"40";"0";"Not Available"
"Crocodile Resturant";"Chinese";"Jog Gor East";"Not Available";"55";"0";"Not Available"
"Kasipuh";"Chinese, Snacks";"Dahisar East";"4.6 ";"42";"25";"125"
"Mastani Pavbhaji Centre";"Fast Food, Snacks";"Kandivali West";"4.2 ";"42";"0";"Not Available"
"Konkan Bay";"Indian, Chinese, Biryani, Seafood, Thalis";"Jog Gor East";"Not Available";"52";"0";"Not Available"
"Saras Foods";"Indian, Chinese";"Borivali";"Not Available";"46";"0";"Not Available"
"Parmanand";"Street Food, North Indian, Chinese, Beverages, South Indian";"Malad West";"4.1 ";"46";"0";"Not Available"
"Brioche";"Bakery, Snacks, Fast Food, Pizzas";"Jog Gor East";"3.6 ";"56";"10";"800"
"Vijayshree Icecream Amul Parlour";"Ice Cream";"Borivali";"Not Available";"44";"0";"Not Available"
"Joey's Shawarma";"Arabian, Burgers, Snacks, Desserts";"Malad Kan West";"Not Available";"45";"50";"250"
"Wok Of Fame";"Chinese, Snacks";"Prabhu Udyog Bhavan";"3.7 ";"41";"25";"125"
"D'Sandwicha & Snacks Corner";"Fast Food, Street Food, Chinese, Pizzas";"Dahisar";"Not Available";"49";"0";"Not Available"
"Celebration The Cake Shop";"Bakery";"Jog Gor East";"Not Available";"53";"0";"Not Available"
"Apna SayBeen";"Chinese";"Borivali";"Not Available";"40";"0";"Not Available"
"S M Special Falooda and Ice Cream";"Desserts, Ice Cream, Beverages";"Jog Gor East";"4.6 ";"50";"40";"200"
"Rajeshahi Bhog";"Indian, Snacks, Thalis";"Jog Gor West";"Not Available";"49";"0";"Not Available"
"Exotic - The Dining Bar";"Biryani, North Indian, Arabian, Pizzas, Chinese";"Malad West";"4.7 ";"46";"0";"Not Available"
"Royal China town";"Chinese, Indian";"Borivali";"3.4 ";"50";"0";"Not Available"
"D Sweet Cloud";"Bakery, Ice Cream";"Borivali";"Not Available";"42";"0";"Not Available"
"Shree Mahalaxmi Restaurant And Garden";"Chinese, Kebabs, Biryani";"Mira Road";"2.9 ";"52";"Not Available";"999"
"Maratha Biryani Centre";"Chinese, North Indian, Biryani, Tandoor";"Malad";"Not Available";"43";"0";"Not Available"
"Hotel Sai shradha";"Snacks, Beverages";"Kandivali West";"3.9 ";"40";"0";"Not Available"
"Absolute Biryani";"Biryani, North Indian";"Borivali West";"4 ";"43";"0";"Not Available"
"Esora";"Indian";"Jog Gor East";"2.7 ";"49";"0";"Not Available"
"Forks & Spoons 51";"Burgers, Fast Food, Chinese, Pizzas, Beverages";"Malad Kan East";"Not Available";"48";"0";"Not Available"
"Eternal Bliss";"Bakery, Desserts, Beverages, Ice Cream";"Goregaon";"4.1 ";"49";"0";"Not Available"
"Honeys Delights";"Burgers";"Malad Kan West";"Not Available";"55";"0";"Not Available"
"Aniket Chinese";"Chinese, Snacks";"Dahisar East";"4.5 ";"41";"0";"Not Available"
"Sannju's Kitchen";"Italian, Chinese";"Borivali";"3 ";"43";"0";"Not Available"
"Hooch Restaurant";"Italian, Chinese, Salads, North Indian, Fast Food";"Borivali";"Not Available";"44";"0";"Not Available"
"Pizzarita By The Fusion Kitchen";"Italian, Pizzas";"Borivali";"4.2 ";"45";"0";"Not Available"
"Brunchners";"Snacks, Burgers, Pizzas, Beverages";"Jog Gor East";"Not Available";"52";"Not Available";"999"
"Sai Annapurna";"Chinese, Indian, Biryani";"Malad Kan West";"4.4 ";"46";"0";"Not Available"
"Nasta House";"North Indian, Beverages";"Malad Kan West";"Not Available";"45";"0";"Not Available"
"Masala Mumbai";"Indian";"Malad Kan East";"3.7 ";"40";"20";"100"
"Bread Bowl Factory";"Indian, Continental";"Malad Kan West";"Not Available";"51";"0";"Not Available"
"Jizu - Pan Asian Delicacies";"Chinese, Thai, Oriental";"Malad West";"3.8 ";"54";"0";"Not Available"
"Bombay Missal Company";"Snacks, Fast Food, Pizzas, Beverages";"Malad";"3.8 ";"42";"0";"Not Available"
"BHANDIWADEKAR'S KITCHEN";"Maharashtrian, Snacks, Street Food, Desserts";"Borivali";"Not Available";"42";"0";"Not Available"
"Tea Home";"Burgers";"Borivali";"Not Available";"47";"0";"Not Available"
"Bambbaiya Chinese";"Chinese, Oriental, Biryani";"Borivali";"3.9 ";"44";"0";"Not Available"
"Sunny Dosas N Parathas";"South Indian, North Indian";"Dahisar";"Not Available";"46";"0";"Not Available"
"Goregaon Sports Club";"Pizzas, Desserts, Italian";"Malad Kan West";"Not Available";"45";"0";"Not Available"
"the dhaba by Geets Rasoi";"Chinese, Indian";"Malad Kan West";"4.1 ";"46";"0";"Not Available"
"The Mocha House";"Beverages, Cafe, Snacks, Desserts";"Kandivali (West)";"4.2 ";"61";"0";"Not Available"
"103 Chinese Corner";"Chinese, South Indian, Indian";"Borivali";"Not Available";"43";"0";"Not Available"
"DAYANAND RESTAURANT AND BAR";"Indian, Biryani";"Dahisar";"Not Available";"42";"0";"Not Available"
"Ammo Ki Rasoi";"Indian";"Jog Gor East";"Not Available";"55";"0";"Not Available"
"Waffle And Waffle";"Desserts, Beverages, Waffle";"Dahisar West";"4.1 ";"56";"0";"Not Available"
"Jaya's Famous Sandwiches";"Chinese, Indian";"Malad Kan West";"Not Available";"49";"0";"Not Available"
"Fruitango Juices Shakes & Smoothies";"Beverages, Chinese, Snacks";"Rawal Pada";"Not Available";"40";"0";"Not Available"
"Fat Boy Food";"Chinese, Burgers, Waffle";"Malad Kan West";"Not Available";"49";"0";"Not Available"
"Double Door Lounge";"Chinese, Italian";"Borivali";"Not Available";"42";"0";"Not Available"
"Johny Wokker";"Chinese, Continental";"Goregaon";"4.9 ";"54";"0";"Not Available"
"Lettuce-Global Veggies Cuisine";"Continental, Italian";"Goregaon East";"3.1 ";"45";"0";"Not Available"
"I M Chinese Food Corner";"Chinese, Snacks";"Dahisar";"Not Available";"37";"0";"Not Available"
"Mr.D Misal Pav";"Indian";"Malad Kan West";"Not Available";"44";"0";"Not Available"
"Tossin Pizza";"Pizzas, Italian, Beverages, Desserts";"Malad West";"4.2 ";"25-35";"50";"100"
"Louis Burger";"Burgers, American, Fast Food";"BORIVALI WEST";"4.4 ";"48";"Not Available";"249"
"Goila Butter Chicken";"North Indian, Biryani, Kebabs, Desserts";"Vithal Jadhav House";"4.1 ";"55";"15";"100"
"SLYCE PIZZA";"Burgers, American, Fast Food";"BORIVALI WEST";"4.1 ";"45";"60";"120"
"Hotel Sagar";"Indian, Chinese";"Mira Road";"4.2 ";"55";"0";"Not Available"
"Lord Petrick";"Burgers, Snacks, Italian, Desserts, Beverages";"LINK HOUSE";"4.3 ";"51";"0";"Not Available"
"Hotel Konkan Swad";"North Indian, South Indian, Malwani, Chinese, Seafood";"Chincholi Bunder Road";"3.8 ";"54";"0";"Not Available"
"British Waffle Co.";"Desserts, Beverages";"Malad East";"4.3 ";"42";"Not Available";"449"
"Rogan Tadka";"North Indian, Chinese, Continental, Tandoor";"Goregaon East";"4.1 ";"41";"0";"Not Available"
"Udupi Express";"Indian";"Kandivali West";"4.4 ";"63";"0";"Not Available"
"Prem's";"North Indian, Chinese, Thai, Indian, Mughlai, Biryani";"Malad West";"4.4 ";"46";"0";"Not Available"
"Fleur : The Fern Hotel";"North Indian, Thai, Continental";"Goregaon East";"4.4 ";"60";"0";"Not Available"
"Simran Biryani Centre";"Biryani";"Charkop";"3.6 ";"35";"0";"Not Available"
"Majestic Nx";"Indian";"Borivali West";"4.5 ";"56";"0";"Not Available"
"City Star";"North Indian, Chinese, Tandoor, Continental";"Goregaon East";"4.2 ";"45";"0";"Not Available"
"Bansi Snacks";"Snacks, Chaat";"Malad Kan West";"3.8 ";"49";"0";"Not Available"
"Mothers Touch Kathiyawadi";"Indian, Sweets, Beverages";"Devrokarwadi New Link Road";"4.1 ";"74";"Not Available";"999"
"Sai Krupa";"Tandoor, Chinese";"Goregaon";"3.8 ";"55";"10";"1000"
"Bite-Size";"Salads, Healthy Food, Continental, Indian";"Malad Kan West";"4.1 ";"49";"0";"Not Available"
"Peppy Parathas & Rolls By Chai Point";"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food";"Malad West";"4.2 ";"54";"40";"80"
"Just Biryani";"Biryani";"Jog Gor East";"1.5 ";"48";"0";"Not Available"
"Kalinda";"Indian, Chinese";"Malad West";"4 ";"64";"0";"Not Available"
"Bohoba";"Italian, Pizzas, Mexican, Continental, European, Mediterranean, Desserts";"MALAD";"5 ";"60";"0";"Not Available"
"Chunkys Cake Shops";"Bakery";"Malad West";"4.1 ";"44";"0";"Not Available"
"LAXMI SWEETS AND FARSAN";"Sweets, Snacks";"Dahisar East";"4.3 ";"32";"0";"Not Available"
"Grilled Chicken Company";"Continental, Healthy Food, American";"Malad Kan West";"3.6 ";"54";"0";"Not Available"
"Aande Le Lo Cafe";"French";"Malad Kan West";"4.7 ";"67";"0";"Not Available"
"Biryani By Kalinda";"Biryani, Snacks";"Malad Kan West";"4.1 ";"58";"0";"Not Available"
"Fill and Chill";"Desserts";"Malad West";"3.2 ";"63";"0";"Not Available"
"Sai Sannidhi Restaurant & Bar";"North Indian, Chinese, Seafood";"Mira Road";"4 ";"57";"0";"Not Available"
"Chopstick house";"Indian, Tandoor, Thalis";"Goregaon";"3.3 ";"66";"0";"Not Available"
"Just Rice";"Indian";"Malad West";"3.9 ";"74";"30";"150"
"Flags Ii";"North Indian, Italian, Continental, Thai";"Chincholi Bunder Signal";"4.2 ";"61";"10";"1500"
"2 Pai cakes";"Bakery, Beverages";"Jog Gor West";"Not Available";"52";"0";"Not Available"
"Atharva's Cloud Kitchen";"Chinese, South Indian, Fast Food, North Indian, Ice Cream, Beverages, Biryani, Arabian";"Santosh Nagar market ";"3.7 ";"68";"Not Available";"599"
"Mannrangi";"North Indian, Punjabi, Mughlai, Biryani, Kebabs, Goan";"Goregaon West";"4.4 ";"70";"0";"Not Available"
"CST Delicious Food";"Chinese, Indian, Mughlai, Tandoor";"Borivali West";"3.9 ";"72";"0";"Not Available"
"Bamboos";"Chinese, Snacks, North Indian, Desserts";"Malad Kan West";"Not Available";"57";"0";"Not Available"
"Dil Se Dalia";"Fast Food, North Indian";"Malad West";"4.5 ";"68";"30";"150"
"Warehouse Kitchen";"North Indian, Continental, Fast Food, Italian, Desserts";"Malad West";"4.3 ";"57";"0";"Not Available"
"China Castle";"Chinese, North Indian";"Jog Gor East";"3.7 ";"71";"0";"Not Available"
"Allspice";"North Indian, Chinese, Biryani, Tandoor";"Kandivali west";"3.8 ";"48";"20";"700"
"Poddar Cuisine";"Chinese, Biryani, Beverages";"Malad Kan West";"4.6 ";"52";"0";"Not Available"
"JUG's Kitchen";"Indian, Lebanese, Mughlai, Chinese";"Goregaon East";"4 ";"48";"Not Available";"999"
"Choco Magic Patisserie & Confectioners Studio";"Desserts, Beverages";"Malad West";"4.1 ";"43";"0";"Not Available"
"Yogita Restaurant";"Indian, Chinese, Tandoor, Seafood";"Malad Kan West";"3.9 ";"58";"0";"Not Available"
